project,date,commit_hash,files,statements,async_list_comprehensions_files_percentage,async_set_comprehensions_files_percentage,async_dict_comprehensions_files_percentage,async_generator_expressions_files_percentage,matrix_multiplication_files_percentage,async_def_files_percentage,await_expressions_files_percentage,async_for_files_percentage,async_with_files_percentage,fstring_files_percentage,except_star_files_percentage,pattern_match_files_percentage,pattern_as_files_percentage,pattern_or_files_percentage,pattern_sequence_files_percentage,pattern_mapping_files_percentage,pattern_class_files_percentage,pattern_value_files_percentage,pattern_singleton_files_percentage,pattern_star_files_percentage,assign_unpack_files_percentage,list_unpack_files_percentage,tuple_unpack_files_percentage,set_unpack_files_percentage,dict_unpack_files_percentage,call_kwargs_unpack_files_percentage,call_args_unpack_files_percentage,nonlocal_files_percentage,function_args_annotation_files_percentage,function_return_annotation_files_percentage,kw_defaults_files_percentage,kw_args_files_percentage,type_vars_bounds_files_percentage,type_vars_constraints_files_percentage,type_param_spec_files_percentage,type_var_tuple_files_percentage,yield_from_files_percentage,assignment_expression_files_percentage,suppressing_exception_context_files_percentage,variable_annotation_files_percentage
internetarchive_openlibrary,2024-12-31,f20a00f50511cb4c03a4f25c885b6fcea4a5688e,324.0,32151.0,0.0,0.0,0.0,0.0,0.0,5.246913580246913,4.938271604938271,0.30864197530864196,2.7777777777777777,44.135802469135804,0.0,0.9259259259259258,0.6172839506172839,0.6172839506172839,0.0,0.0,0.0,0.9259259259259258,0.0,0.0,0.0,1.5432098765432098,0.9259259259259258,0.0,4.320987654320987,0.0,0.30864197530864196,0.30864197530864196,39.50617283950617,39.50617283950617,0.30864197530864196,0.30864197530864196,0.0,0.0,0.0,0.0,3.7037037037037033,24.074074074074073,0.0,22.22222222222222
inveniosoftware_invenio,2024-12-31,63c9325ec41f940576f05ed40102be89ddc4feb8,4.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inyokaproject_inyoka,2024-12-31,efb69374a373b8fe39c2501de178d23bbb400190,279.0,21813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.695340501792115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,2.1505376344086025,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,0.0,0.0,0.35842293906810035
ipa320_cob_command_tools,2024-12-31,7b3825820ec7b2a8c9a352b5163787180cf2d829,44.0,4744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ipython_ipython,2024-12-31,a8810c6c02e9a190beec557aef0ca5cb8a4eeeba,292.0,33110.0,0.0,0.0,0.0,0.0,0.0,2.054794520547945,1.36986301369863,0.684931506849315,0.0,13.698630136986301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684931506849315,1.7123287671232876,0.684931506849315,0.3424657534246575,1.0273972602739725,0.0,0.0,1.36986301369863,15.753424657534246,15.41095890410959,6.506849315068493,6.506849315068493,0.0,0.0,0.0,0.0,1.36986301369863,0.3424657534246575,0.0,13.698630136986301
jaraco_inflect,2024-12-31,3803796d2e1c75fb337c8d04c05426fa59d6446c,16.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
jazzband_django-axes,2024-12-31,9a7673a47ee064cb8150ddeef1394d7157079741,55.0,2979.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,1.8181818181818181,0.0,0.0,21.818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,25.454545454545453,25.454545454545453,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.454545454545454
jazzband_django-debug-toolbar,2024-12-31,f3f604977053d00f052a4b5a67e6a068f1ca2392,79.0,4576.0,0.0,0.0,0.0,0.0,0.0,13.924050632911392,13.924050632911392,1.2658227848101267,0.0,30.37974683544304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5316455696202533,0.0,0.0,0.0,0.0,0.0,0.0,2.5316455696202533,2.5316455696202533,6.329113924050633,6.329113924050633,0.0,0.0,0.0,0.0,2.5316455696202533,2.5316455696202533,1.2658227848101267,3.79746835443038
jazzband_django-model-utils,2024-12-31,bf13ba6733d1f5b983219454d908b0d10c4a9d8d,30.0,2948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,90.0,16.666666666666664,16.666666666666664,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,33.33333333333333
jazzband_django-pipeline,2024-12-31,83a0ae71bd735724d2ea6a5e33694812441b03a4,48.0,1599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0
jazzband_django-simple-history,2024-12-31,4325591988617ead33d66039bea1a81bf732369d,47.0,5737.0,0.0,0.0,0.0,0.0,0.0,2.127659574468085,2.127659574468085,0.0,0.0,34.04255319148936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.127659574468085,0.0,0.0,6.382978723404255,2.127659574468085,0.0,0.0,19.148936170212767,19.148936170212767,10.638297872340425,10.638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.382978723404255
jazzband_django-taggit,2024-12-31,f4f82afcdeb80cbb9ea95f36ae6273b0750552ee,53.0,2488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.320754716981133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,0.0,1.8867924528301887,1.8867924528301887,1.8867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jazzband_sorl-thumbnail,2024-12-31,594418a7882efe95fee6081963238858aeed1f08,53.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jazzband_tablib,2024-12-31,dcab406c553fc8b3c2e0aef955e9e8adea0590d8,27.0,3167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037037037037033,3.7037037037037033,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeetsukumaran_dendropy,2024-12-31,db76e3da876cda15b16d1b9409b84840b3995bd0,390.0,34447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.0
jelmer_dulwich,2024-12-31,888d98048a15b0fb5581d1b06afc019df64061aa,107.0,26073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.4018691588785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.149532710280374,0.0,0.0,0.0,0.0,0.0,0.9345794392523363,25.233644859813083,91.58878504672897,7.476635514018691,7.476635514018691,0.0,0.0,0.0,0.0,9.345794392523365,0.0,0.0,33.64485981308411
jfisteus_eyegrade,2024-12-31,50750dec2164503b8cf49b81207a8ffce301ea21,54.0,9851.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.962962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8518518518518516,0.0,0.0,0.0,0.0,0.0,25.925925925925924,22.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.074074074074073
jieter_django-tables2,2024-12-31,0886225a3927c152399e62eab10c074f69fc0bc4,75.0,6141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333335,2.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333335,0.0,0.0,0.0
joblib_joblib,2024-12-31,2158ea56f45990f994849a7babd15c819b8f8275,82.0,11377.0,0.0,0.0,0.0,0.0,1.2195121951219512,3.6585365853658534,3.6585365853658534,1.2195121951219512,0.0,35.36585365853659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4390243902439024,1.2195121951219512,1.2195121951219512,2.4390243902439024,0.0,0.0,0.0,2.4390243902439024,2.4390243902439024,3.6585365853658534,3.6585365853658534,0.0,0.0,0.0,0.0,1.2195121951219512,0.0,0.0,1.2195121951219512
jobovy_galpy,2024-12-31,6f3dd8023707f6b212f56288a4d97606c2bb1c72,168.0,56841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.5952380952380952,0.5952380952380952,0.5952380952380952,0.5952380952380952,0.0,0.0,0.0,0.0,0.5952380952380952,0.0,0.5952380952380952,0.0
jodal_comics,2024-12-31,b5ce2e56fa402b2815214c7611d899ae3102011b,317.0,6454.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1545741324921135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463722397476341,0.9463722397476341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2618296529968454
jsonpickle_jsonpickle,2024-12-31,958452b6e268376b4d23a2638471834f49750c4c,42.0,5973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.190476190476193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kanjivg_kanjivg,2024-12-31,9f669433101ffb308dfb31fce746b0007e73651a,7.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kapsiry_sikteeri,2024-12-31,32ea8926173d5fdc556bdac77317ca77811cf9c9,63.0,5627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
karaage-cluster_karaage,2024-12-31,43929d5f942dd40f1d4a0b67cda6f564e97aee9c,187.0,9786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27807486631016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6042780748663104,0.0,0.0,0.0,1.06951871657754,1.06951871657754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53475935828877
karpenoktem_kninfra,2024-12-31,06a07c4a5ef32455428c87efdf2e91ad03b44edc,146.0,6816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kivy_kivy,2024-12-31,4da190355beb6c5ab1e4025304590ee05f8ee6d3,421.0,45083.0,0.0,0.0,0.0,0.0,0.0,3.32541567695962,2.8503562945368173,0.7125890736342043,0.4750593824228029,3.32541567695962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23752969121140144,0.0,0.0,0.23752969121140144,0.23752969121140144,0.0,0.23752969121140144,0.9501187648456058,0.23752969121140144,0.23752969121140144,0.7125890736342043,0.7125890736342043,0.0,0.0,0.0,0.0,0.23752969121140144,0.0,0.0,1.4251781472684086
kivy_python-for-android,2024-12-31,1d7c70147bd2a32949bbd04d9edd24881799b124,96.0,7503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.29166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,1.0416666666666665,1.0416666666666665,1.0416666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kliment_printrun,2024-12-31,424a3ec5ab0e8ec40624ded34775c54dd0a628c9,49.0,13648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,8.16326530612245,8.16326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
koalixswitzerland_koalixcrm,2024-12-31,2e0d519e105c1ae6adadc69476d7dfc5404595f1,306.0,9692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kozea_cairosvg,2024-12-31,abafa8ae248dc9cef0349adaa2f61849ea56920c,18.0,2304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,5.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kozea_pygal,2024-12-31,5d8b32c91b7625dc643f60c1b18a7a94a0eff1ef,72.0,6575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kozea_radicale,2024-12-31,d9e15dd7c6ea8a3bf66f4e4c33099a4e6904e773,64.0,5932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,1.5625,0.0,3.125,0.0,0.0,4.6875,92.1875,95.3125,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,0.0,53.125
kozea_weasyprint,2024-12-31,ad6dbf72bd2241c86c7d027b26a13eb0d4496d0c,131.0,24943.0,0.0,0.0,0.0,0.0,4.580152671755725,0.0,0.0,0.0,0.0,38.93129770992366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7633587786259541,4.580152671755725,9.923664122137405,0.0,0.7633587786259541,0.0,0.7633587786259541,0.0,0.0,0.0,1.5267175572519083,1.5267175572519083,0.0,0.0,0.0,0.0,2.2900763358778624,6.870229007633588,0.0,0.0
kupferlauncher_kupfer,2024-12-31,0460d1e6fafb13e1a2868287d92ffad19fefe2ff,243.0,33939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.80246913580247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.938271604938271,2.880658436213992,0.823045267489712,0.0,0.0,0.0,0.0,0.411522633744856,46.913580246913575,48.148148148148145,2.880658436213992,2.880658436213992,0.0,0.0,0.0,0.0,10.2880658436214,30.864197530864196,0.0,40.74074074074074
kurtmckee_feedparser,2024-12-31,75fb5e9a1ecf2e7581e6837fbb5053f671d9b328,49.0,3081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.367346938775512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,6.122448979591836,0.0,0.0,0.0,0.0,0.0,10.204081632653061,8.16326530612245,4.081632653061225,4.081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,16.3265306122449
laramies_theharvester,2024-12-31,02392a690b1fdf679af868aba99fe03478273476,61.0,3554.0,0.0,0.0,0.0,0.0,0.0,90.1639344262295,86.88524590163934,0.0,13.114754098360656,80.32786885245902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.77049180327869,90.1639344262295,1.639344262295082,1.639344262295082,0.0,0.0,0.0,0.0,0.0,3.278688524590164,0.0,67.21311475409836
learning-unlimited_esp-website,2024-12-31,117be38aa5f59bd48725cdce1891a402f152b806,594.0,40858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16835016835016833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lebigot_uncertainties,2024-12-31,61f688f920b34d06da521a5fb8b013043e2e2fe0,16.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
libgit2_pygit2,2024-12-31,e75219d8bbb5cfb929d2da060f9eeb48ea466e24,72.0,7275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.277777777777779,9.722222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.944444444444445
lilydjwg_winterpy,2024-12-31,a78335bdc7c62d48c092649d6a55ae0d6e317135,78.0,6172.0,0.0,0.0,0.0,0.0,0.0,5.128205128205128,5.128205128205128,0.0,0.0,12.82051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,3.8461538461538463,19.230769230769234,19.230769230769234,20.51282051282051,20.51282051282051,0.0,0.0,0.0,0.0,2.564102564102564,0.0,0.0,10.256410256410255
linuxossk_shakal-ng,2024-12-31,716502dcd8df2d94dd4c5ec0fdbf1e93fb22ef1b,311.0,10271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.144694533762058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215434083601286,0.0,0.0,0.0,1.929260450160772,1.929260450160772,0.3215434083601286,0.3215434083601286,0.0,0.0,0.0,0.0,1.2861736334405145,0.0,0.0,0.0
lmfit_lmfit-py,2024-12-31,6f8551ac545ccf7bf968f7a9a894e90c74e83fb7,101.0,11320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.663366336633665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.9900990099009901,0.0,0.0,0.9900990099009901,0.9900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lmfit_uncertainties,2024-12-31,61f688f920b34d06da521a5fb8b013043e2e2fe0,16.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
locustio_locust,2024-12-31,41d6484106e21408c233525f980936df403db26c,116.0,15754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.689655172413794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7241379310344827,0.0,0.0,7.758620689655173,0.0,0.0,0.8620689655172413,22.413793103448278,25.0,3.4482758620689653,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,11.206896551724139,0.0,21.551724137931032
luispedro_mahotas,2024-12-31,5e75706160182b882d9eb267a31a8594304d1a50,97.0,5016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lumapictures_pymel,2024-12-31,2d4f9c54149e4e8da969b5506c57b91f50a96359,137.0,93966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4598540145985401,1.4598540145985401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lxml_lxml,2024-12-31,cf2d3044184e6b9de635c095bd89c49382dfeb4a,86.0,20562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.488372093023256,0.0,1.1627906976744187,0.0
m-labs_migen,2024-12-31,4c2ae8dfeea37f235b52acb8166f12acaaae4f7c,136.0,6747.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,0.0,0.7352941176470588,0.0,0.0,4.411764705882353,4.411764705882353,0.0,0.0,0.0,0.0,2.2058823529411766,0.0,0.0,0.0
macs3-project_macs,2024-12-31,7d882d6df3b5688cc0befd5dd4db1783826db5a3,63.0,13406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.634920634920633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.03174603174603
malthe_chameleon,2024-12-31,3eb99be8b24b1fa8357c295d3ad15e3ed8e5d8ad,35.0,4700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,51.42857142857142,5.714285714285714,5.714285714285714,0.0,0.0,0.0,0.0,5.714285714285714,2.857142857142857,0.0,40.0
materialsproject_pymatgen,2024-12-31,da607e86f9ce8aec942067c6c1a4fda6e04915dd,486.0,116442.0,0.0,0.0,0.0,0.0,0.6172839506172839,0.0,0.0,0.0,0.0,80.04115226337449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02880658436214,11.316872427983538,2.05761316872428,5.349794238683128,3.0864197530864197,0.0,1.02880658436214,0.0,47.53086419753087,47.73662551440329,1.440329218106996,1.440329218106996,0.0,0.0,0.0,0.0,0.823045267489712,11.934156378600823,0.205761316872428,36.62551440329218
matplotlib_basemap,2024-12-31,43ed6a5e21a7c84603b4f72e0a37c239eca35cb2,129.0,5083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matplotlib_matplotlib,2024-12-31,2465c0bc57d8c64c0ab49411886bbc37b4a3a8d5,886.0,107946.0,0.0,0.0,0.0,0.0,0.9029345372460496,0.1128668171557562,0.1128668171557562,0.0,0.0,30.361173814898418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.595936794582393,9.142212189616252,2.144469525959368,1.9187358916478554,6.659142212189615,0.1128668171557562,0.5643340857787811,0.7900677200902935,1.4672686230248306,1.6930022573363432,10.045146726862303,10.045146726862303,0.0,0.0,0.0,0.0,0.6772009029345373,0.9029345372460496,1.805869074492099,1.580135440180587
matthewwithanm_django-imagekit,2024-12-31,c4ed0bb36fd014c414aa1a634aedf7bbbe411696,42.0,1373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,0.0
matthiask_plata,2024-12-31,1cfa67fadac382506f1defdde55f25d53bacf0a1,88.0,4943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.18181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
